Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
421131,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental 2018 UNFPA salud reproductiva en Siria, protección contra la violencia de género en Iraq y Palestina,
421130,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental Haití 2018 Educación Ministerio Educación Fortalecimiento servicios educativos Edukayiti AECID,
421129,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental 2018 BOLIVIA Escuela Taller de La Paz,
421128,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental 2018 Bolivia Violencia género Gobierno Autónomo Municipal La Paz,
421127,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental 2018 BOLIVIA Fase II Programa TEJIENDO REDES VIRTUALES DE FORMACIÓN DOCENTE,
421126,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental 2018 Bolivia Fortalecimiento Órgano Electoral Plurinacional,
421125,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental 2018 Bolivia  ayuda especie Educación Universidad Pedagógica,
421124,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental Guatemala 2018 Gobernabilidad SEGEPLAN Fortalecimiento de la Subsecretaría de Coop. Internacional,
421123,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental 2018 Cabo Verde Mº Familia (f.i.) Juventud Ayudar jóvenes en riesgo exclusión,
421122,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental Ecuador 2018 Educación Inclusiva Bridging the Gap. 4 federaciones,
421121,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/10/2018,Convocatoria Instrumental Subvencion dineraria a la Fundación Sarakí en el marco de Bridging the Gap,
421028,NO,ESTADO,MINISTERIO DE INDUSTRIA Y TURISMO,FUNDACIÓN EOI, F.S.P.,26/10/2018,CONVOCATORIA DESIERTA- Subvención para la realización de contratos de jóvenes de más de dieciséis años y menores de treinta años en el marco del Programa Operativo de Empleo Juvenil.,
421013,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA,26/10/2018,Orden de 24 de octubre de 2018, por la que se convocan, para el ejercicio 2018, subvenciones destinadas a entidades de mujeres rurales de ámbito nacional.,
420982,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA,26/10/2018,Orden de 24 de octubre de 2018, por la que se convocan, para el ejercicio 2018, subvenciones destinadas a entidades de mujeres rurales de ámbito nacional.,
420970,NO,ESTADO,MINISTERIO DE IGUALDAD,INSTITUTO DE LAS MUJERES,26/10/2018,Subvención nominativa a Cooperativas Agro-alimentarias de España Ley PGE 2018,
420915,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria EUROPORT ROTTERDAM 2019 - Holanda - 5 y 8 de noviembre,
420914,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/10/2018,ADENDA+Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria EMO 2019 - Hannover (Alemania) - 16 al 21 de septiembre,
420912,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria EDEX 2018 - El Cairo (Egipto) - 3 al 5 de diciembre,
420910,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,25/10/2018,ADENDA + Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria CIMT 2019 - Beijing (R.P.C.) - 15 al 20 de abril,
420895,NO,ESTADO,MINISTERIO DEL INTERIOR,D.G. DE LA GUARDIA CIVIL,25/10/2018,Resolución de 25 de octubre de 2018, por la que se convocan subvenciones a las asociaciones profesionales de guardias civiles para el año 2018.,
420795,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,25/10/2018,Convocatoria Instrumental Panamá 2018  Gobernabilidad  OJP Implementación Ley Carrera Judicial,
420794,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,25/10/2018,Convocatoria Instrumental PERU, 2018 Programa Coo-Tec Ministerio de la Producción,
420793,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,25/10/2018,Convocatoria Instrumental 2018 BOLIVIA Escuela Taller de la Chiquitanía,
420758,NO,ESTADO,MINISTERIO DEL INTERIOR,SUBDIRECCIÓN GENERAL DE GESTIÓN ECONÓMICA Y PATRIMONIAL,25/10/2018,Ayuda directa a la República de Gambia para financiar gastos combustible y mantenimiento embarcaciones y vehículos contra la inmigración irregular, al amparo del R.D. 732/2007, de 8 de junio, ayudas en el ámbito de la cooperación policial,
420649,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE CEUTA,24/10/2018,PROGRAMA FORMAR PARA EL EMPLEO,
420647,NO,ESTADO,MINISTERIO DE TRABAJO Y ECONOMÍA SOCIAL,DIRECCIÓN PROVINCIAL DEL SEPE DE CEUTA,24/10/2018,PROGRAMA DE RECUALIFICACION PROFESIONAL PARA MAYORES DE 45 AÑOS,
420643,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en D&A 23-25 feb. 2019, COTERIE/EDIT/STITCH/CAPSULE/WOMAN NY/CURVE 25-27 feb. 2019 - NY,
420641,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en SALON WHOS NEXT, SALON INT. DE LA LINGERIE (SIL) - PARÍS -18 a 21 enero de 2019,
420639,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada para PURE LONDON (10-12 feb.), MODA UK  (17-20 feb.), SCOOP I (10-12 feb.) LONDRES,
420629,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria PREMIERE VISION PARIS 2019 - Francia - 12 al 14 de febrero,
420627,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria PREMIÈRE VISION LEATHER 2019  PARÍS- Francia - 12 al 14 de febrero,
420622,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria PREMIÈRE VISION I 2019 NEW YORK - EE.UU. - 15 al 16 de enero,
420620,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria PITTI UOMO 2019 - Florencia (Italia) - 8 al 11 de enero,
420619,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE DESARROLLO RURAL, INNOVACIÓN Y FORMACIÓN AGROALIMENTARIA,24/10/2018,Orden de 24 de octubre de 2018, por la que se convocan, para el ejercicio 2018, subvenciones destinadas a entidades de mujeres rurales de ámbito nacional.,
420616,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria PARIS DECO OFF 2019 - Francia - 17 al 21 de enero,
420615,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada PANORAMA PREMIUM, SEEK, BRIGHT, SHOW&ORDER - Berlín (Alemania)-15 a 17 enero 2019,
420613,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria MUNICH FABRIC START 2019 I - Alemania - 29 al 31 de enero,
420611,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria MILANO ÚNICA 2019 I - Milán (Italia) - 5 al 7 de febrero,
420608,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria LONDON TEXTILE FAIR 2019 I - Londres (R.U.) - 9 al 10 de enero,
420606,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria LINEAPELLE NUEVA YORK 2019 - EE.UU. - 30 al 31 de enero,
420604,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,24/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria LINEAPELLE MILÁN 2019 - Italia - 20 al 22 de febrero,
420580,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,24/10/2018,Ayudas para la realización de actividades por parte de confederadiones, federaciones y asociaciones de alumnos para 2018,
420575,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,FONDO ESPAÑOL DE GARANTÍA AGRARIA,24/10/2018,Resolución FEGA OA, por la que se convocan subv para proyectos investigación sector apícola dentro del Prog Nac de Med Ayuda Apicultura.,
420535,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,ADENDA+Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria LINEAPELLE MILÁN 2019 - Italia - 20 al 22 de febrero,
420534,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria LINEAPELLE I 2019 LONDRES - R.U. - 22 de enero,
420533,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria ISPO 2019 - Múnich (Alemania) - 3 al 6 de febrero,
420532,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria HANDARBEIT UND HOBBY 2019 - Colonia (Alemania) - 29 al 31 de marzo,
420530,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria EVTEKS 2019 - Estambul (Turquía) - 23 al 27 de abril,
420527,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria ESPRITMEUBLE PARIS 2018 - Francia - 1 al 4 de diciembre,
420525,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria COLOMBIATEX 2019 - Medellín (Colombia) - 22 al 24 de enero,
420523,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria COLOMBIATEX 2019 - Medellín (Colombia) - 22 al 24 de enero,
420522,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria BIJORHCA 2019 - París (Francia) - 18 al 21 de enero,
420520,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria ASIA PACIFIC LEATHER FAIR 2019 - Hong Kong (R.P.C) - 13 al 15 de marzo,
420518,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,ICEX ESPAÑA EXPORTACIÓN E INVERSIONES, EP E.,23/10/2018,ADENDA+Resolución de 22 de octubre de 2018 de ICEX España Exportación e Inversiones, E.P.E., M.P. por la que se convoca la concesión de ayudas para la Participación Agrupada en la Feria A+A 2019 - Düsseldorf (Alemania) - 5 y 8 de noviembre,
420411,NO,ESTADO,MINISTERIO DE IGUALDAD,INSTITUTO DE LAS MUJERES,23/10/2018,Subvención nominativa Universidad de Burgos Ley PGE 2018,
420410,NO,ESTADO,MINISTERIO DE IGUALDAD,INSTITUTO DE LAS MUJERES,23/10/2018,Subvención nominativa a Universidad de Granada Ley PGE 2018,
420408,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,DIRECCIÓN GENERAL DE POLÍTICA ENERGÉTICA Y MINAS,23/10/2018,Convenio entre el Ministerio para la Transición Ecológica, SEE y el Ayuntamiento de Yaiza. Subvención nominativa en los PGE, cuyo objeto es la adquisción de vehículos eléctricos e instalación de puntos de recarga.,
420403,NO,ESTADO,MINISTERIO DE IGUALDAD,INSTITUTO DE LAS MUJERES,23/10/2018,Subvención nominativa Fundación SEPI F.S.P. PGE 2018,
420394,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES,23/10/2018,Ayudas para la promoción del arte contemporáneo español,
420375,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO DE LA CINEMATOGRAFÍA Y DE LAS ARTES AUDIOVISUALES,22/10/2018,SUBVENCION NOMINATIVA A LA FUNDACION BUÑUEL CALANDA PARA SUS ACTIVIDADES EJERCICIO 2018,
420365,NO,ESTADO,MINISTERIO DEL INTERIOR,DIRECCIÓN GENERAL DE LA POLICÍA,22/10/2018,Financiación de las jornadas de orientación laboral y profesional contempladas en el programa sociocultural de la Fundación de Huérfanos de Cuerpo Nacional de Policía para 2018.,
420340,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,DIRECCIÓN GENERAL DE POLÍTICA ENERGÉTICA Y MINAS,22/10/2018,Resolución de 19 de octubre de 2018, de la Secretaría de Estado de Energía, por la que se aprueba la convocatoria para la concesión de ayudas en 2019 destinadas a la prevención de riesgos y seguridad minera,
420321,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,DIRECCIÓN GENERAL DE POLÍTICA ENERGÉTICA Y MINAS,22/10/2018,Convenio entre el Ministerio para la Transición Ecológica, SEE y el Ayuntamiento de Haría. Subvención nominativa en los PGE, cuyo objeto es la adquisción de vehículos eléctricos e instalación de puntos de recarga.,
420289,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,SUBSECRETARÍA DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,22/10/2018,Subvención nominativa a favor de la Fundación CEI (Centro de Estudios Internacionales),
420277,NO,ESTADO,MINISTERIO DE CULTURA,INSTITUTO NACIONAL DE LAS ARTES ESCÉNICAS Y DE LA MÚSICA,22/10/2018,Resolución del Instituto Nacional de las Artes Escénicas y de la Música, por la que se convocan ayudas a proyectos de creación, exhibición, investigación y formación en salas de teatro, correspondientes al año 2018,
420196,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES,19/10/2018,Subvención nominativa al Consejo Internacional de Museos ICOM-España para gastos de funcionamiento (PGE 2018),
420190,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES,19/10/2018,Subvención nominativa a la Confederación de Juventudes Musicales de España para el Programa MUSAE,
420183,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES,19/10/2018,Subvención nominativa a la Real Academia de Bellas Artes de San Fernando para actividades y gastos de funcionamiento (PGE 2018),
420180,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES,19/10/2018,Subvención nominativa a la Fundación Museo Marítimo Ría de Bilbao,
420175,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES,19/10/2018,Subvención nominativa a la Fundación Pilar i Joan Miró de Mallorca para gastos de funcionamiento (PGE 2018),
420171,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES,19/10/2018,Subvención nominativa a la Real Fundación de Toledo para gastos de conservación y difusión del Museo Victorio Macho (PGE 2018),
420168,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES,19/10/2018,Subvención nominativa a la Federación Española de Amigos de los Museos (PGE 2018),
420167,NO,ESTADO,MINISTERIO DE CIENCIA, INNOVACIÓN Y UNIVERSIDADES,SECRETARÍA GENERAL DE UNIVERSIDADES,19/10/2018,SUBVENCIÓN NOMINATIVA A LA CONFERENCIA DE RECTORES DE LAS UNIVERSIDADES ESPAÑOLAS, PARA SUS GASTOS DE FUNCIONAMIENTO, PREVISTA EN LOS PRESUPUESTOS GENERALES DEL ESTADO PARA EL AÑO 2018,
420165,NO,ESTADO,MINISTERIO DE CULTURA,DIRECCIÓN GENERAL DE PATRIMONIO CULTURAL Y BELLAS ARTES,19/10/2018,Subvención nominativa a la Diputación de Granada para el Centro José Guerrero (PGE 2018),
