Código BDNS,Mecanismo de Recuperación y Resiliencia,Administración,Departamento,Órgano,Fecha de registro,Título de la convocatoria,Título cooficial
489642,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental EUROCLIMA RRD 2019 Sistema de información sequías OMM,
489641,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 UNDRR Apoyo al proceso de reporte y monitoreo del Marco de Sendai en  las Américas,
489640,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Ecuador 2019 Educación Ministerio de Trabajo CD capacitación Talento Humano,
489639,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Nicaragua 2019 Género Cruz Roja Nicaragüe,
489638,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental EUROCLIMA Agua 2019 El Salvador ciclo adaptación cambio climático aguas subterráneas,
489637,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 FICR Preparativos para una respuesta efectiva de las Sociedades Nacionales de la Cruz Roja en C,
489636,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental EUROCLIMA EC Cuba 2019 edificios energéticamente eficientes CEDAI,
489635,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental EUROCLIMA EC 2019 balance de energía útil Olade,
489634,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 HONDURAS Escuela Taller de Tegucigalpa,
489633,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 GUATEMALA Programa Nacional de Escuelas Taller,
489632,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Honduras 2019 Gobernabilidad INE Fortalecimiento gestión SEN en HN,
489631,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental EUROCLIMA 2019 Argentina/Chile 2019 Eficiencia energética mitigación y adaptación impactos CC,
489630,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental  Honduras 2019 Gobernabilidad Asociació Colectivo Violeta Fortalecimiento dchos. población,
489629,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Cuba 2019 Gobernabilidad Tribunal Supremo Popula (TSP) formación judicial,
489628,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental República Dominicana 2019 Género Procuraduría General Atención Protección víctimas violencia género,
489627,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental ARAUCLIMA 2019 resiliencia climatica consejo nacional cambio climatico generación capacidades,
489626,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental República Dominicana 2019 Género Ministerio Mujer Atención y Protección víctimas violencia de género,
489625,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 América Latina y Caribe Pueblos Indígenas Ruta Iberoamericana,
489624,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 Panamá Fortalecimiento  derechos sociales, económicos, culturales y políticos población indígen,
489623,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Cuba 2019 ayuda dineraria sostenibilidad CAM revitalización Galiano desarrollo urbano,
489622,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Promoción de la diversificación alimenticia y hábitos saludables de personas con discapacidad y enfe,
489621,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Guatemala 2019 Género ICCPG Violencia contra las mujeres y niñas en Guatemala (Fase II),
489620,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Ayuda alimentaria y gestión humanitaria para mejorar las condiciones de vida en los campamentos de p,
489619,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Reconomiento  poblacion afro en Costa  Rica,
489618,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental ARAUCLIMA 2019 Energía Olade Incidencia cambio climatico planificacion energética,
489617,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental República Dominicana 2019 Desarrollo rural Ministerio Agricultura,
489616,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 Colombia Implementación de lineamientos de política en igualdad de género para las mujeres,
489615,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Palestina 2019 SecAH WASH Género MAAN Población vulnerable Gaza,
489614,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Honduras 2019 Escuela de Alta Gerencia Honduras,
489613,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Masar Túnez 2019 Género AFC Violencia Género Mujer,
489612,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental EUROCLIMA + EE El Salvador 2019 Formación para la acreditación en eficiencia energética,
489611,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Guatemala 2019 Género MANCUERNA Empoderamiento económico,
489610,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Ecuador-2019-Cooperación Técnica-Asociación de Municipalidades Ecuatorianas (AME),
489609,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental PARAGUAY.CREACION DE INCUBADORA DE EMPRESAS,
489608,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Níger 2019 Salud Fondo Común de Salud,
489607,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Níger 2019 SAN Plan contingencia,
489606,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 Ecuador Captura de carbono para biocombustibles a partir de microalgas,
489605,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental El Salvador 2019 Salud ISDEMU Prevención Embarazos-Niñas y Adolescentes,
489604,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Etiopía 2019 Agricultura Ministerio de Agricultura Contribución AGPII,
489603,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Cabo Verde 2019 Género Educación mujeres sector agrícola,
489602,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019  COLOMBIA Generación de instrumentos y capacidades de diálogo social.,
489601,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Haití 2019 Gobernabilidad Apoyo al Comité de Coordinación Ayuda Externa,
489600,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 PARAGUAY Escuela Taller de Encarnación,
489599,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Nicaragua 2019 Fortalecimiento sociedad civil FASOC,
489598,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Etiopía 2019 Salud Ministerio de Salud Fondo Común,
489597,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 Bolivia Violencia género Gobierno Autónomo Municipal La Paz,
489596,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 COLOMBIA Escuela Taller de Pasto,
489595,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental República Dominicana 2019 Gobernabilidad Mujeres Escuela Formación Electoral,
489594,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 Bolivia Gobernabilidad Lucha violencia.Ministerio Justicia,
489593,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Mali 2019 DRSA AT irrigación,
489592,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental 2019 Filipinas Mujeres Indígenas,
489591,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Masar Tunez 2019 Genero Oxfam Novib Violencia Género Mujer,
489590,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental  Masar Tunez 2019 Gobernanza IiDH Formación política Jóvenes,
489589,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Masar Túnez 2019 Derechos humanos  Asociación Jamaity Creación redes Sociedad civil,
489588,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental  Masar Tunez 2019 Genero CAWTAR Gobernanza local Mujer,
489587,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Egipto 2019 Gobernanza NMI INAP,
489586,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Egipto 2019 Genero Empleo MSMEDA,
489585,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Egipto 2019 Genero Empleo Ministerio Turismo,
489584,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Marruecos 2019 Educación AMC Proyecto UE Kafaat LilJamia,
489583,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Perú, 2019, Empresa y ODS Cámara de Comercio,
489582,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Marruecos 2019 Educación MOUWAKABA Proyecto UE Kafaat LilJamia,
489581,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Marruecos 2019 Gobernabilidad MRAFP Reforma Administración Pública,
489580,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Marruecos 2019 Educación Ministerio de Educación Educación No Formal,
489579,NO,ESTADO,MINISTERIO DE ASUNTOS EXTERIORES, UNIÓN EUROPEA Y COOPERACIÓN,AGENCIA ESTATAL AGENCIA ESPAÑOLA DE COOPERACIÓN INTERNACIONAL PARA EL DESARROLLO,28/12/2019,Convocatoria Instrumental Haití 2019. Educación. Universidad Estatal de Haití. EDUKAYITI. Cooperación Delegada,
489515,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,27/12/2019,Resolución de la Secretaría de Estado de Educación y Formación Profesional, por la que se convocan plazas para la realización de cursos Aula del Futuro para la formación permanente del profesorado que ejerce en niveles anteriores al universitario.,
489501,NO,ESTADO,MINISTERIO DE EDUCACIÓN, FORMACIÓN PROFESIONAL Y DEPORTES,DIRECCIÓN GENERAL DE EVALUACIÓN Y COOPERACIÓN TERRITORIAL,27/12/2019,Resolución de la Secretaría de Estado de Educación y Formación Profesional, por la que se convocan plazas para la realización de cursos tutorizados en línea para la formación permanente del profesorado y del curso sobre el desarrollo de funcion directiva,
489462,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,DIRECCIÓN GENERAL DE ALIMENTACIÓN,27/12/2019,Convocatoria Premio Alimentos de España al Mejor Vino, año 2020,
489378,NO,ESTADO,MINISTERIO DEL INTERIOR,FUNDACIÓN VÍCTIMAS DEL TERRORISMO,27/12/2019,CONVOCATORIA DE AYUDAS EN COLABORACION EN PROYECTOS DE APOYO A LAS VICTIMAS DEL TERORRISMO 2020,
488824,NO,ESTADO,MINISTERIO DE VIVIENDA Y AGENDA URBANA,DIRECCIÓN GENERAL DE AGENDA URBANA Y ARQUITECTURA,23/12/2019,CONCESIÓN DE AYUDAS A ACTUACIONES SOBRE BIENES DE ESPECIAL INTERÉS ARQUITECTÓNICO, HISTÓRICO Y ARTÍSTICO, VINCULADOS A LOS M. DE FOM. Y CULT. Y DEP., RECOGIDOS EN LA REUNIÓN LXXI DE LA COMISIÓN MIXTA 1,5% CULTURAL,
488820,NO,ESTADO,MINISTERIO DE VIVIENDA Y AGENDA URBANA,DIRECCIÓN GENERAL DE AGENDA URBANA Y ARQUITECTURA,23/12/2019,CONCESIÓN DE AYUDAS 1,5% CULTURAL VINCULADAS A LA COMISIÓN MIXTA VII ENTRE M. DE FOM. Y CULT. Y DEP. RESTAURAC. PLATAFORMA ACCESO AL CARGADERO DE MINERAL EL ALQUIFE (ALMERIA),
488815,NO,ESTADO,MINISTERIO DE AGRICULTURA, PESCA Y ALIMENTACIÓN,ENTIDAD ESTATAL DE SEGUROS AGRARIOS - ENESA,23/12/2019,Subvenciones a los seguros agrícolas, ganaderos y forestales comprendidos en el 41ª Plan de Seguros Agrarios Combinados,
488796,NO,ESTADO,MINISTERIO PARA LA TRANSICIÓN ECOLÓGICA Y EL RETO DEMOGRÁFICO,FUNDACIÓN BIODIVERSIDAD,23/12/2019,Convocatoria, en régimen de concurrencia competitiva, para becas de formación relacionadas con los fines de la Fundación Biodiversidad,
488757,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,23/12/2019,SUBVENCION DE CONCESIÓN DIRECTA A LA ENTIDAD PLATAFORMA KHETANE DEL MOVIMIENTO ASOCIATIVO GITANO DEL ESTADO ESPAÑOL,
488754,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,23/12/2019,SUBVENCION DE CONCESION DIRECTA A LA ENTIDAD FUNDACION SECRETARIADO GITANO,
488753,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,23/12/2019,SUBVENCION DE CONCESION DIRECTA A LA ENTIDAD FEDERACION ESPAÑOLA DE BANCOS DE ALIMENTOS,
488751,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,23/12/2019,SUBVENCION DE CONCESION DIRECTA A LA ENTIDAD THE FAMILY WATCH,
488729,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,SECRETARÍA DE ESTADO DE ECONOMÍA Y APOYO A LA EMPRESA,23/12/2019,ANULADA Compensación a la Comisión Fulbright por su participación en la gestión de las becas,ANULADA
488721,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,23/12/2019,SUBVENCION DE CONCESION DIRECTA A LA ENTIDAD FEDERACION DE PUNTOS DE ENCUENTRO PARA EL DERECHO DE VISITAS,
488720,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,23/12/2019,SUBVENCION DE CONCESION DIRECTA A LA ENTIDAD FEDERACION ESPAÑOLA DE FAMILIAS NUMEROSAS,
488719,NO,ESTADO,MINISTERIO DE ECONOMÍA, COMERCIO Y EMPRESA,SECRETARÍA DE ESTADO DE ECONOMÍA Y APOYO A LA EMPRESA,23/12/2019,ANULADA Becas Fulbright de la Secretaría de Estado de Economía y Apoyo a la Empresa, tramitación anticipada, 2020-2021,ANULADA
488717,NO,ESTADO,MINISTERIO DE DERECHOS SOCIALES, CONSUMO Y AGENDA 2030,DIRECCIÓN GENERAL DE DIVERSIDAD FAMILIAR Y SERVICIOS SOCIALES,23/12/2019,SUBVENCION DE CONCESION DIRECTA A LA CONFEDERACION CATÓLICA NACIONAL DE PADRES DE FAMILIA Y PADRES DE ALUMNOS,
